metaamr_id	gene	protein_id	type	phenotype	mechanism	source
MAMR000306	erm(T)	WP_063844825.1	AMR	erythromycin/lincosamide/streptogramin/tylosin	target_modification	AMRFinder
MAMR000307	erm(B)	WP_063844850.1	AMR	clindamycin/erythromycin/streptogramin_b	target_modification	AMRFinder
MAMR000308	erm(U)	WP_063844854.1	AMR	lincomycin/macrolide/streptogramin	target_modification	AMRFinder
MAMR000309	erm(U)	WP_063844861.1	AMR	lincomycin/macrolide/streptogramin	target_modification	AMRFinder
MAMR000310	erm(V)	WP_063844868.1	AMR	clindamycin/erythromycin/tylosin/vernamycin_b	target_modification	AMRFinder
MAMR000311	erm(W)	WP_063844871.1	AMR	erythromycin/lincosamide/streptogramin/tylosin	target_modification	AMRFinder
MAMR000312	erm(X)	WP_063844879.1	AMR	azithromycin/clindamycin/erythromycin/lincomycin/streptogramin_b/tylosin	target_modification	AMRFinder
MAMR000313	erm(X)	WP_063844889.1	AMR	azithromycin/clindamycin/erythromycin/lincomycin/streptogramin_b/tylosin	target_modification	AMRFinder
MAMR000314	erm(X)	WP_063844894.1	AMR	azithromycin/clindamycin/erythromycin/lincomycin/streptogramin_b/tylosin	target_modification	AMRFinder
MAMR000315	erm(X)	WP_063844922.1	AMR	azithromycin/clindamycin/erythromycin/lincomycin/streptogramin_b/tylosin	target_modification	AMRFinder
MAMR000316	erm(Y)	WP_063844932.1	AMR	azithromycin/clindamycin/erythromycin/streptogramin_b	target_modification	AMRFinder
MAMR000317	floR	WP_063844973.1	AMR	chloramphenicol/florfenicol	efflux	AMRFinder
MAMR000318	floR	WP_063845037.1	AMR	chloramphenicol/florfenicol	efflux	AMRFinder
MAMR000319	floR	WP_063845065.1	AMR	chloramphenicol/florfenicol	efflux	AMRFinder
MAMR000320	floR	WP_063845073.1	AMR	chloramphenicol/florfenicol	efflux	AMRFinder
MAMR000321	floR	WP_063845118.1	AMR	chloramphenicol/florfenicol	efflux	AMRFinder
MAMR000322	floR	WP_063845119.1	AMR	chloramphenicol/florfenicol	efflux	AMRFinder
MAMR000323	fomA	WP_063845120.1	AMR	fosfomycin	other	AMRFinder
MAMR000324	blaIMP-18	WP_063848609.1	AMR	carbapenem	enzyme	AMRFinder
MAMR000325	fosB-Bcer	WP_063851229.1	AMR	fosfomycin	other	AMRFinder
MAMR000326	fosC	WP_063851230.1	AMR	fosfomycin	other	AMRFinder
MAMR000327	fosF	WP_063851231.1	AMR	fosfomycin	other	AMRFinder
MAMR000328	fosG	WP_063851232.1	AMR	fosfomycin	other	AMRFinder
MAMR000329	fosH	WP_063851233.1	AMR	fosfomycin	enzyme	AMRFinder
MAMR000330	fusB	WP_063851255.1	AMR	fusidic_acid	target_protection	AMRFinder
MAMR000331	fusF	WP_063851262.1	AMR	fusidic_acid	target_protection	AMRFinder
MAMR000332	fusF	WP_063851267.1	AMR	fusidic_acid	target_protection	AMRFinder
MAMR000333	fusH	WP_063851277.1	AMR	fusidic_acid	other	AMRFinder
MAMR000334	grm	WP_063851283.1	AMR	aminoglycoside	target_modification	AMRFinder
MAMR000335	hugA	WP_063851288.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR000336	hugA	WP_063851301.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR000337	hugA	WP_063851311.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR000338	iri	WP_063851318.1	AMR	rifampin	other	AMRFinder
MAMR000339	lnu(A)	WP_063851340.1	AMR	lincosamide	other	AMRFinder
MAMR000340	lnu(C)	WP_063851341.1	AMR	lincosamide	other	AMRFinder
MAMR000341	lnu(D)	WP_063851342.1	AMR	lincosamide	other	AMRFinder
MAMR000342	lnu(E)	WP_063851343.1	AMR	lincosamide	other	AMRFinder
MAMR000343	lnu(F)	WP_063851344.1	AMR	lincosamide	other	AMRFinder
MAMR000344	lsa(C)	WP_063851347.1	AMR	lincosamide/streptogramin	other	AMRFinder
MAMR000345	mecA	WP_063851348.1	AMR	methicillin	other	AMRFinder
MAMR000346	mecA	WP_063852617.1	AMR	methicillin	other	AMRFinder
MAMR000347	mecA	WP_063852626.1	AMR	methicillin	other	AMRFinder
MAMR000348	mecA-ceftar	WP_063852670.1	AMR	ceftaroline/methicillin	other	AMRFinder
MAMR000349	mecA-ceftar	WP_063852677.1	AMR	ceftaroline/methicillin	other	AMRFinder
MAMR000350	mecA-ceftar	WP_063852683.1	AMR	ceftaroline/methicillin	other	AMRFinder
MAMR000351	mecA2	WP_063852694.1	AMR	methicillin	other	AMRFinder
MAMR000352	mecA2	WP_063852700.1	AMR	methicillin	other	AMRFinder
MAMR000353	mecB	WP_063852710.1	AMR	methicillin	other	AMRFinder
MAMR000354	mef(A)	WP_063853554.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR000355	mef(A)	WP_063853563.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR000356	mef(A)	WP_063853574.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR000357	mef(A)	WP_063853591.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR000358	mef(A)	WP_063853602.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR000359	mef(A)	WP_063853625.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR000360	mef(A)	WP_063853632.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR000361	mef(A)	WP_063853638.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR000362	mef(A)	WP_063853648.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR000363	mef(A)	WP_063853682.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR000364	mef(A)	WP_063853689.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR000365	mef(A)	WP_063853698.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR000366	mef(A)	WP_063853705.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR000367	mef(A)	WP_063853713.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR000368	mef(En2)	WP_063853729.1	AMR	macrolide	efflux	AMRFinder
MAMR000369	mgt	WP_063853740.1	AMR	erythromycin/tylosin	other	AMRFinder
MAMR000370	mph(A)	WP_063853854.1	AMR	azithromycin/erythromycin/spiramycin/telithromycin	other	AMRFinder
MAMR000371	mph(A)	WP_063853866.1	AMR	azithromycin/erythromycin/spiramycin/telithromycin	other	AMRFinder
MAMR000372	mph(C)	WP_063853881.1	AMR	erythromycin/spiramycin/telithromycin	other	AMRFinder
MAMR000373	mph(C)	WP_063853892.1	AMR	erythromycin/spiramycin/telithromycin	other	AMRFinder
MAMR000374	mph(C)	WP_063854131.1	AMR	erythromycin/spiramycin/telithromycin	other	AMRFinder
MAMR000375	mph(C)	WP_063854137.1	AMR	erythromycin/spiramycin/telithromycin	other	AMRFinder
MAMR000376	mph(C)	WP_063854150.1	AMR	erythromycin/spiramycin/telithromycin	other	AMRFinder
MAMR000377	msr(A)	WP_063854312.1	AMR	erythromycin/streptogramin_b	other	AMRFinder
MAMR000378	msr(A)	WP_063854317.1	AMR	erythromycin/streptogramin_b	other	AMRFinder
MAMR000379	msr(A)	WP_063854341.1	AMR	erythromycin/streptogramin_b	other	AMRFinder
MAMR000380	msr(C)	WP_063854349.1	AMR	azithromycin/erythromycin/streptogramin_b/tylosin	other	AMRFinder
MAMR000381	mupB	WP_063854488.1	AMR	mupirocin	other	AMRFinder
MAMR000382	myrA	WP_063854489.1	AMR	tylosin	target_modification	AMRFinder
MAMR000383	nimB	WP_063854490.1	AMR	nitroimidazole	other	AMRFinder
MAMR000384	nimC	WP_063854491.1	AMR	nitroimidazole	other	AMRFinder
MAMR000385	nimD	WP_063854492.1	AMR	nitroimidazole	other	AMRFinder
MAMR000386	nshR	WP_063854493.1	AMR	thiostrepton	target_modification	AMRFinder
MAMR000387	ole(B)	WP_063854494.1	AMR	oleandomycin	other	AMRFinder
MAMR000388	oleD	WP_063854495.1	AMR	erythromycin/oleandomycin/tylosin	other	AMRFinder
MAMR000389	optrA	WP_063854496.1	AMR	florfenicol/oxazolidinone	other	AMRFinder
MAMR000390	otr(A)	WP_063854497.1	AMR	tetracycline	other	AMRFinder
MAMR000391	otr(A)	WP_063854498.1	AMR	tetracycline	other	AMRFinder
MAMR000392	otr(B)	WP_063854500.1	AMR	tetracycline	efflux	AMRFinder
MAMR000393	blaPEN-I	WP_063854501.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR000394	pexA	WP_063854502.1	AMR	phenicol	efflux	AMRFinder
MAMR000395	qacB	WP_063854503.1	AMR	quaternary_ammonium	efflux	AMRFinder
MAMR000396	SMR_efflux_smr	WP_063854743.1	AMR	quaternary_ammonium	efflux	AMRFinder
MAMR000397	qepA5	WP_063854778.1	AMR	quinolone	efflux	AMRFinder
MAMR000398	qnrS10	WP_063854808.1	AMR	quinolone	other	AMRFinder
MAMR000399	rgt1438	WP_063854815.1	AMR	rifamycin	other	AMRFinder
MAMR000400	rmtA	WP_063854824.1	AMR	aminoglycoside	target_modification	AMRFinder
MAMR000401	rmtB2	WP_063854854.1	AMR	aminoglycoside	target_modification	AMRFinder
MAMR000402	rph	WP_063854910.1	AMR	rifamycin	other	AMRFinder
MAMR000403	sal(A)	WP_063854920.1	AMR	lincosamide/pleuromutilin/streptogramin	other	AMRFinder
MAMR000404	sat4	WP_063854934.1	AMR	streptothricin	other	AMRFinder
MAMR000405	sat4	WP_063854935.1	AMR	streptothricin	other	AMRFinder
MAMR000406	sta	WP_063854936.1	AMR	streptothricin	other	AMRFinder
MAMR000407	sul1	WP_063855037.1	AMR	sulfonamide	other	AMRFinder
MAMR000408	sul1	WP_063855046.1	AMR	sulfonamide	other	AMRFinder
MAMR000409	sul1	WP_063855066.1	AMR	sulfonamide	other	AMRFinder
MAMR000410	sul1	WP_063855074.1	AMR	sulfonamide	other	AMRFinder
MAMR000411	sul1	WP_063855091.1	AMR	sulfonamide	other	AMRFinder
MAMR000412	sul1	WP_063855103.1	AMR	sulfonamide	other	AMRFinder
MAMR000413	sul1	WP_063855106.1	AMR	sulfonamide	other	AMRFinder
MAMR000414	sul1	WP_063855115.1	AMR	sulfonamide	other	AMRFinder
MAMR000415	sul1	WP_063855129.1	AMR	sulfonamide	other	AMRFinder
MAMR000416	sul2	WP_063855540.1	AMR	sulfonamide	other	AMRFinder
MAMR000417	sul2	WP_063855557.1	AMR	sulfonamide	other	AMRFinder
MAMR000418	sul2	WP_063855569.1	AMR	sulfonamide	other	AMRFinder
MAMR000419	tet(37)	WP_063855713.1	AMR	tetracycline	other	AMRFinder
MAMR000420	tet(40)	WP_063855880.1	AMR	tetracycline	efflux	AMRFinder
MAMR000421	tet(41)	WP_063855881.1	AMR	tetracycline	efflux	AMRFinder
MAMR000422	tet(42)	WP_063855882.1	AMR	tetracycline	efflux	AMRFinder
MAMR000423	tet(44)	WP_063855884.1	AMR	tetracycline	other	AMRFinder
MAMR000424	tet(45)	WP_063855885.1	AMR	tetracycline	efflux	AMRFinder
MAMR000425	tet(A)	WP_063855886.1	AMR	tetracycline	efflux	AMRFinder
MAMR000426	tet(A)	WP_063855887.1	AMR	tetracycline	efflux	AMRFinder
MAMR000427	tet(A)	WP_063855888.1	AMR	tetracycline	efflux	AMRFinder
MAMR000428	tet(A)	WP_063855982.1	AMR	tetracycline	efflux	AMRFinder
MAMR000429	tet(A)	WP_063855983.1	AMR	tetracycline	efflux	AMRFinder
MAMR000430	tet(B)	WP_063856066.1	AMR	tetracycline	efflux	AMRFinder
MAMR000431	tet(B)	WP_063856067.1	AMR	tetracycline	efflux	AMRFinder
MAMR000432	tet(B)	WP_063856068.1	AMR	tetracycline	efflux	AMRFinder
MAMR000433	tet(B)	WP_063856070.1	AMR	tetracycline	efflux	AMRFinder
MAMR000434	tet(C)	WP_063856071.1	AMR	tetracycline	efflux	AMRFinder
MAMR000435	tet(C)	WP_063856072.1	AMR	tetracycline	efflux	AMRFinder
MAMR000436	tet(D)	WP_063856073.1	AMR	tetracycline	efflux	AMRFinder
MAMR000437	tet(D)	WP_063856074.1	AMR	tetracycline	efflux	AMRFinder
MAMR000438	tet(D)	WP_063856075.1	AMR	tetracycline	efflux	AMRFinder
MAMR000439	tet(E)	WP_063856076.1	AMR	tetracycline	efflux	AMRFinder
MAMR000440	tet(G)	WP_063856077.1	AMR	tetracycline	efflux	AMRFinder
MAMR000441	tet(H)	WP_063856078.1	AMR	tetracycline	efflux	AMRFinder
MAMR000442	tet(J)	WP_063856079.1	AMR	tetracycline	efflux	AMRFinder
MAMR000443	tet(L)	WP_063856080.1	AMR	tetracycline	efflux	AMRFinder
MAMR000444	tet(L)	WP_063856081.1	AMR	tetracycline	efflux	AMRFinder
MAMR000445	tet(M)	WP_063856107.1	AMR	tetracycline	other	AMRFinder
MAMR000446	tet(M)	WP_063856108.1	AMR	tetracycline	other	AMRFinder
MAMR000447	tet(M)	WP_063856109.1	AMR	tetracycline	other	AMRFinder
MAMR000448	tet(M)	WP_063856110.1	AMR	tetracycline	other	AMRFinder
MAMR000449	tet(M)	WP_063856111.1	AMR	tetracycline	other	AMRFinder
MAMR000450	tet(M)	WP_063856112.1	AMR	tetracycline	other	AMRFinder
MAMR000451	tet(M)	WP_063856113.1	AMR	tetracycline	other	AMRFinder
MAMR000452	tet(M)	WP_063856114.1	AMR	tetracycline	other	AMRFinder
MAMR000453	tet(M)	WP_063856115.1	AMR	tetracycline	other	AMRFinder
MAMR000454	tet(M)	WP_063856390.1	AMR	tetracycline	other	AMRFinder
MAMR000455	tet(M)	WP_063856391.1	AMR	tetracycline	other	AMRFinder
MAMR000456	tet(M)	WP_063856392.1	AMR	tetracycline	other	AMRFinder
MAMR000457	tet(M)	WP_063856393.1	AMR	tetracycline	other	AMRFinder
MAMR000458	tet(M)	WP_063856394.1	AMR	tetracycline	other	AMRFinder
MAMR000459	tet(M)	WP_063856395.1	AMR	tetracycline	other	AMRFinder
MAMR000460	tet(M)	WP_063856396.1	AMR	tetracycline	other	AMRFinder
MAMR000461	tet(M)	WP_063856397.1	AMR	tetracycline	other	AMRFinder
MAMR000462	tet(M)	WP_063856398.1	AMR	tetracycline	other	AMRFinder
MAMR000463	tet(M)	WP_063856399.1	AMR	tetracycline	other	AMRFinder
MAMR000464	tet(M)	WP_063856400.1	AMR	tetracycline	other	AMRFinder
MAMR000465	tet(M)	WP_063856401.1	AMR	tetracycline	other	AMRFinder
MAMR000466	tet(M)	WP_063856402.1	AMR	tetracycline	other	AMRFinder
MAMR000467	tet(M)	WP_063856403.1	AMR	tetracycline	other	AMRFinder
MAMR000468	tet(O)	WP_063856404.1	AMR	tetracycline	other	AMRFinder
MAMR000469	tet(O)	WP_063856405.1	AMR	tetracycline	other	AMRFinder
MAMR000470	tet(O)	WP_063856406.1	AMR	tetracycline	other	AMRFinder
MAMR000471	tet(Q)	WP_063856407.1	AMR	tetracycline	other	AMRFinder
MAMR000472	tet(Q)	WP_063856408.1	AMR	tetracycline	other	AMRFinder
MAMR000473	tet(Q)	WP_063856409.1	AMR	tetracycline	other	AMRFinder
MAMR000474	tet(S)	WP_063856411.1	AMR	tetracycline	other	AMRFinder
MAMR000475	tet(T)	WP_063856412.1	AMR	tetracycline	other	AMRFinder
MAMR000476	tet(T)	WP_063856413.1	AMR	tetracycline	other	AMRFinder
MAMR000477	tet(W)	WP_063856414.1	AMR	tetracycline	other	AMRFinder
MAMR000478	tet(W)	WP_063856415.1	AMR	tetracycline	other	AMRFinder
MAMR000479	tet(W)	WP_063856416.1	AMR	tetracycline	other	AMRFinder
MAMR000480	tet(W)	WP_063856417.1	AMR	tetracycline	other	AMRFinder
MAMR000481	tet(W)	WP_063856418.1	AMR	tetracycline	other	AMRFinder
MAMR000482	tet(O/W/32/O)	WP_063856419.1	AMR	tetracycline	other	AMRFinder
MAMR000483	tet(O/W/32/O)	WP_063856420.1	AMR	tetracycline	other	AMRFinder
MAMR000484	tet(O/W/O)	WP_063856421.1	AMR	tetracycline	other	AMRFinder
MAMR000485	tet(W)	WP_063856422.1	AMR	tetracycline	other	AMRFinder
MAMR000486	tet(W)	WP_063856423.1	AMR	tetracycline	other	AMRFinder
MAMR000487	tet(W)	WP_063856424.1	AMR	tetracycline	other	AMRFinder
MAMR000488	tet(W)	WP_063856425.1	AMR	tetracycline	other	AMRFinder
MAMR000489	tet(X2)	WP_063856436.1	AMR	tigecycline	other	AMRFinder
MAMR000490	tet(X5)	WP_063856444.1	AMR	tigecycline	other	AMRFinder
MAMR000491	tet(Y)	WP_063856459.1	AMR	tetracycline	efflux	AMRFinder
MAMR000492	tetA(46)	WP_063856469.1	AMR	tetracycline	efflux	AMRFinder
MAMR000493	tlmB	WP_063856490.1	AMR	bleomycin	other	AMRFinder
MAMR000494	tlr(C)	WP_063856491.1	AMR	tylosin	other	AMRFinder
MAMR000495	tsnR	WP_063856492.1	AMR	thiostrepton	target_modification	AMRFinder
MAMR000496	vanA	WP_063856516.1	AMR	vancomycin	other	AMRFinder
MAMR000497	vanA	WP_063856521.1	AMR	vancomycin	other	AMRFinder
MAMR000498	vanA-Pa	WP_063856526.1	AMR	vancomycin	other	AMRFinder
MAMR000499	vanA-Pt	WP_063856531.1	AMR	vancomycin	other	AMRFinder
MAMR000500	vanA-Pt2	WP_063856536.1	AMR	vancomycin	other	AMRFinder
MAMR000501	vanB	WP_063856559.1	AMR	vancomycin	other	AMRFinder
MAMR000502	vanB	WP_063856565.1	AMR	vancomycin	other	AMRFinder
MAMR000503	vanB	WP_063856580.1	AMR	vancomycin	other	AMRFinder
MAMR000504	vanB	WP_063856590.1	AMR	vancomycin	other	AMRFinder
MAMR000505	vanB	WP_063856593.1	AMR	vancomycin	other	AMRFinder
MAMR000506	vanB	WP_063856597.1	AMR	vancomycin	other	AMRFinder
MAMR000507	vanB	WP_063856625.1	AMR	vancomycin	other	AMRFinder
MAMR000508	vanC2/3	WP_063856635.1	AMR	vancomycin	other	AMRFinder
MAMR000509	vanC1	WP_063856645.1	AMR	vancomycin	other	AMRFinder
MAMR000510	vanC2/3	WP_063856652.1	AMR	vancomycin	other	AMRFinder
MAMR000511	vanC2/3	WP_063856657.1	AMR	vancomycin	other	AMRFinder
MAMR000512	vanC2/3	WP_063856666.1	AMR	vancomycin	other	AMRFinder
MAMR000513	vanC2/3	WP_063856670.1	AMR	vancomycin	other	AMRFinder
MAMR000514	vanC2/3	WP_063856678.1	AMR	vancomycin	other	AMRFinder
MAMR000515	vanC2/3	WP_063856681.1	AMR	vancomycin	other	AMRFinder
MAMR000516	vanC1	WP_063856686.1	AMR	vancomycin	other	AMRFinder
MAMR000517	vanC1	WP_063856687.1	AMR	vancomycin	other	AMRFinder
MAMR000518	vanC1	WP_063856688.1	AMR	vancomycin	other	AMRFinder
MAMR000519	vanD	WP_063856689.1	AMR	vancomycin	other	AMRFinder
MAMR000520	vanD	WP_063856690.1	AMR	vancomycin	other	AMRFinder
MAMR000521	vanD	WP_063856691.1	AMR	vancomycin	other	AMRFinder
MAMR000522	vanD	WP_063856692.1	AMR	vancomycin	other	AMRFinder
MAMR000523	vanD	WP_063856693.1	AMR	vancomycin	other	AMRFinder
MAMR000524	vanE	WP_063856694.1	AMR	vancomycin	other	AMRFinder
MAMR000525	vanG	WP_063856695.1	AMR	vancomycin	other	AMRFinder
MAMR000526	vanG2	WP_063856696.1	AMR	vancomycin	other	AMRFinder
MAMR000527	vanH-A	WP_063856697.1	AMR	vancomycin	other	AMRFinder
MAMR000528	vanH-Ac1	WP_063856698.1	AMR	vancomycin	other	AMRFinder
MAMR000529	vanH-Ao1	WP_063856699.1	AMR	vancomycin	other	AMRFinder
MAMR000530	vanH-Ao2	WP_063856700.1	AMR	vancomycin	other	AMRFinder
MAMR000531	vanH-B	WP_063856701.1	AMR	vancomycin	other	AMRFinder
MAMR000532	vanH-D	WP_063856702.1	AMR	vancomycin	other	AMRFinder
MAMR000533	vanH-D	WP_063856703.1	AMR	vancomycin	other	AMRFinder
MAMR000534	vanH-D	WP_063856704.1	AMR	vancomycin	other	AMRFinder
MAMR000535	vanH-D	WP_063856705.1	AMR	vancomycin	other	AMRFinder
MAMR000536	vanH-M	WP_063856706.1	AMR	vancomycin	other	AMRFinder
MAMR000537	vanH-O	WP_063856707.1	AMR	vancomycin	other	AMRFinder
MAMR000538	vanH-Pt	WP_063856708.1	AMR	vancomycin	other	AMRFinder
MAMR000539	vanH	WP_063856709.1	AMR	vancomycin	other	AMRFinder
MAMR000540	vanH-Pt2	WP_063856710.1	AMR	vancomycin	other	AMRFinder
MAMR000541	vanL	WP_063856711.1	AMR	vancomycin	other	AMRFinder
MAMR000542	vanM	WP_063856712.1	AMR	vancomycin	other	AMRFinder
MAMR000543	vanN	WP_063856713.1	AMR	vancomycin	other	AMRFinder
MAMR000544	vanO	WP_063856714.1	AMR	vancomycin	other	AMRFinder
MAMR000545	vanR-D	WP_063856715.1	AMR	vancomycin	other	AMRFinder
MAMR000546	vanR-A	WP_063856716.1	AMR	vancomycin	other	AMRFinder
MAMR000547	vanR-E	WP_063856718.1	AMR	vancomycin	other	AMRFinder
MAMR000548	vanR-B	WP_063856719.1	AMR	vancomycin	other	AMRFinder
MAMR000549	vanR-A	WP_063856720.1	AMR	vancomycin	other	AMRFinder
MAMR000550	vanR-A	WP_063856721.1	AMR	vancomycin	other	AMRFinder
MAMR000551	vanR-D	WP_063856722.1	AMR	vancomycin	other	AMRFinder
MAMR000552	vanR-B	WP_063856723.1	AMR	vancomycin	other	AMRFinder
MAMR000553	vanR-L	WP_063856724.1	AMR	vancomycin	other	AMRFinder
MAMR000554	vanR-C	WP_063856725.1	AMR	vancomycin	other	AMRFinder
MAMR000555	vanR-M	WP_063856726.1	AMR	vancomycin	other	AMRFinder
MAMR000556	vanR-D	WP_063856727.1	AMR	vancomycin	other	AMRFinder
MAMR000557	vanR-N	WP_063856728.1	AMR	vancomycin	other	AMRFinder
MAMR000558	vanR-O	WP_063856729.1	AMR	vancomycin	other	AMRFinder
MAMR000559	vanS-D	WP_063856730.1	AMR	vancomycin	other	AMRFinder
MAMR000560	vanS-A	WP_063856731.1	AMR	vancomycin	other	AMRFinder
MAMR000561	vanS-G	WP_063856732.1	AMR	vancomycin	other	AMRFinder
MAMR000562	vanS-C	WP_063856733.1	AMR	vancomycin	other	AMRFinder
MAMR000563	vanS-E	WP_063856734.1	AMR	vancomycin	other	AMRFinder
MAMR000564	vanS-B-Delta	WP_063856737.1	AMR	vancomycin	other	AMRFinder
MAMR000565	vanS-D	WP_063856738.1	AMR	vancomycin	other	AMRFinder
MAMR000566	vanS-B	WP_063856739.1	AMR	vancomycin	other	AMRFinder
MAMR000567	vanS-Pt2	WP_063856740.1	AMR	vancomycin	other	AMRFinder
MAMR000568	vanS-Pt	WP_063856741.1	AMR	vancomycin	other	AMRFinder
MAMR000569	vanS-Pt	WP_063856742.1	AMR	vancomycin	other	AMRFinder
MAMR000570	vanS-C	WP_063856743.1	AMR	vancomycin	other	AMRFinder
MAMR000571	vanS-D	WP_063856744.1	AMR	vancomycin	other	AMRFinder
MAMR000572	vanS-L	WP_063856745.1	AMR	vancomycin	other	AMRFinder
MAMR000573	vanS-M	WP_063856748.1	AMR	vancomycin	other	AMRFinder
MAMR000574	vanS-N	WP_063856749.1	AMR	vancomycin	other	AMRFinder
MAMR000575	vanS-B	WP_063856751.1	AMR	vancomycin	other	AMRFinder
MAMR000576	vanT-G	WP_063856752.1	AMR	vancomycin	other	AMRFinder
MAMR000577	vanT-E	WP_063856753.1	AMR	vancomycin	other	AMRFinder
MAMR000578	vanT-C	WP_063856754.1	AMR	vancomycin	other	AMRFinder
MAMR000579	vanT-C	WP_063856755.1	AMR	vancomycin	other	AMRFinder
MAMR000580	vanT-C	WP_063856756.1	AMR	vancomycin	other	AMRFinder
MAMR000581	vanT-N	WP_063856757.1	AMR	vancomycin	other	AMRFinder
MAMR000582	vanTc2	WP_063856758.1	AMR	vancomycin	other	AMRFinder
MAMR000583	vanTc3	WP_063856759.1	AMR	vancomycin	other	AMRFinder
MAMR000584	vanTm-L	WP_063856760.1	AMR	vancomycin	other	AMRFinder
MAMR000585	vanTr-L	WP_063856761.1	AMR	vancomycin	other	AMRFinder
MAMR000586	vanW-G	WP_063856762.1	AMR	vancomycin	other	AMRFinder
MAMR000587	vanW-B	WP_063856763.1	AMR	vancomycin	other	AMRFinder
MAMR000588	vanW-Pt	WP_063856764.1	AMR	vancomycin	other	AMRFinder
MAMR000589	vanW-B	WP_063856765.1	AMR	vancomycin	other	AMRFinder
MAMR000590	vanW-B	WP_063856766.1	AMR	vancomycin	other	AMRFinder
MAMR000591	vanX-A	WP_063856767.1	AMR	vancomycin	other	AMRFinder
MAMR000592	vanX-Ac1	WP_063856768.1	AMR	vancomycin	other	AMRFinder
MAMR000593	vanX-Ao1	WP_063856769.1	AMR	vancomycin	other	AMRFinder
MAMR000594	vanX-B	WP_063856770.1	AMR	vancomycin	other	AMRFinder
MAMR000595	vanX-B	WP_063856771.1	AMR	vancomycin	other	AMRFinder
MAMR000596	vanX-B	WP_063856772.1	AMR	vancomycin	other	AMRFinder
MAMR000597	vanX-D	WP_063856773.1	AMR	vancomycin	other	AMRFinder
MAMR000598	vanX-D	WP_063856774.1	AMR	vancomycin	other	AMRFinder
MAMR000599	vanX-D	WP_063856775.1	AMR	vancomycin	other	AMRFinder
MAMR000600	vanX-D	WP_063856776.1	AMR	vancomycin	other	AMRFinder
MAMR000601	vanX-M	WP_063856777.1	AMR	vancomycin	other	AMRFinder
MAMR000602	vanX-O	WP_063856778.1	AMR	vancomycin	other	AMRFinder
MAMR000603	vanX-Pt	WP_063856779.1	AMR	vancomycin	other	AMRFinder
MAMR000604	vanX-Pt	WP_063856780.1	AMR	vancomycin	other	AMRFinder
MAMR000605	vanX-Pt	WP_063856781.1	AMR	vancomycin	other	AMRFinder
MAMR000606	vanXY-G	WP_063856782.1	AMR	vancomycin	other	AMRFinder
MAMR000607	vanXY-G2	WP_063856783.1	AMR	vancomycin	other	AMRFinder
MAMR000608	vanXY-C	WP_063856788.1	AMR	vancomycin	other	AMRFinder
MAMR000609	vanXY-c4	WP_063856795.1	AMR	vancomycin	other	AMRFinder
MAMR000610	vanXY-c4	WP_063856799.1	AMR	vancomycin	other	AMRFinder
MAMR000611	vanXY-C	WP_063856805.1	AMR	vancomycin	other	AMRFinder
MAMR000612	vanXY-E	WP_063856813.1	AMR	vancomycin	other	AMRFinder
MAMR000613	vanXY-L	WP_063856817.1	AMR	vancomycin	other	AMRFinder
MAMR000614	vanXY-N	WP_063856820.1	AMR	vancomycin	other	AMRFinder
MAMR000615	vanY-N	WP_063856825.1	AMR	vancomycin	other	AMRFinder
MAMR000616	vanY-A	WP_063856841.1	AMR	vancomycin	other	AMRFinder
MAMR000617	vanY-D	WP_063856854.1	AMR	vancomycin	other	AMRFinder
MAMR000618	vanY-D	WP_063856862.1	AMR	vancomycin	other	AMRFinder
MAMR000619	vanY-D	WP_063856871.1	AMR	vancomycin	other	AMRFinder
MAMR000620	vanY-D	WP_063856881.1	AMR	vancomycin	other	AMRFinder
MAMR000621	vanY-G	WP_063856894.1	AMR	vancomycin	other	AMRFinder
MAMR000622	vanY-Pt	WP_063856910.1	AMR	vancomycin	other	AMRFinder
MAMR000623	vanY-Pt	WP_063856916.1	AMR	vancomycin	other	AMRFinder
MAMR000624	vanY-Pt	WP_063856920.1	AMR	vancomycin	other	AMRFinder
MAMR000625	vanZ-A	WP_063856925.1	AMR	vancomycin	other	AMRFinder
MAMR000626	vanZ-Pt	WP_063856927.1	AMR	vancomycin	other	AMRFinder
MAMR000627	vat(E)	WP_063856929.1	AMR	streptogramin	other	AMRFinder
